iso,elapsed_ms,own_lag_ms,server_rtt_ms,daemon_rtt_ms
2026-08-10T07:48:40.781Z,47167,0.8,,8.0
2026-08-10T07:48:40.881Z,47267,0.7,,0.9
2026-08-10T07:48:40.981Z,47367,0.7,,2.8
2026-08-10T07:48:41.081Z,47467,2.1,,0.8
2026-08-10T07:48:41.182Z,47567,1.3,,0.9
2026-08-10T07:48:41.282Z,47668,2.6,,0.9
2026-08-10T07:48:41.382Z,47769,2.5,,1.3
2026-08-10T07:48:41.482Z,47868,8.6,,2.2
2026-08-10T07:48:41.583Z,47968,1.2,,0.7
2026-08-10T07:48:41.683Z,48068,1.1,,0.9
2026-08-10T07:48:41.783Z,48168,2.6,,1.2
2026-08-10T07:48:41.883Z,48269,3.5,,4.0
2026-08-10T07:48:41.983Z,48369,2.5,,0.9
2026-08-10T07:48:42.083Z,48469,2.0,,1.8
2026-08-10T07:48:42.183Z,48569,7.7,,1.2
2026-08-10T07:48:42.283Z,48669,1.3,,2.7
2026-08-10T07:48:42.384Z,48769,1.7,,5.1
2026-08-10T07:48:42.484Z,48870,3.7,,0.9
2026-08-10T07:48:42.584Z,48969,1.8,,1.0
2026-08-10T07:48:42.684Z,49070,1.2,,0.8
2026-08-10T07:48:42.784Z,49170,1.3,,0.9
2026-08-10T07:48:42.884Z,49270,2.4,,0.9
2026-08-10T07:48:42.984Z,49370,3.7,,0.7
2026-08-10T07:48:43.084Z,49470,1.8,,0.7
2026-08-10T07:48:43.184Z,49570,1.1,,2.3
2026-08-10T07:48:43.285Z,49670,2.9,,2.3
2026-08-10T07:48:43.385Z,49770,4.0,,0.9
2026-08-10T07:48:43.486Z,49871,2.7,,1.3
2026-08-10T07:48:43.586Z,49971,2.7,,1.1
2026-08-10T07:48:43.686Z,50071,1.2,,2.1
2026-08-10T07:48:43.786Z,50172,3.3,,2.2
2026-08-10T07:48:43.886Z,50272,4.6,,0.8
2026-08-10T07:48:43.986Z,50372,1.1,,0.8
2026-08-10T07:48:44.087Z,50472,1.8,,2.8
2026-08-10T07:48:44.187Z,50572,3.0,,2.7
2026-08-10T07:48:44.287Z,50672,2.4,,1.0
2026-08-10T07:48:44.387Z,50773,12.2,,0.8
2026-08-10T07:48:44.487Z,50873,2.2,,1.0
2026-08-10T07:48:44.587Z,50973,4.9,,3.6
2026-08-10T07:48:44.687Z,51073,3.3,,1.7
2026-08-10T07:48:44.788Z,51173,6.2,,0.7
2026-08-10T07:48:44.888Z,51273,1.5,,0.8
2026-08-10T07:48:44.989Z,51375,2.8,,3.9
2026-08-10T07:48:45.089Z,51475,7.2,,2.4
2026-08-10T07:48:45.189Z,51575,2.6,,0.9
2026-08-10T07:48:45.290Z,51675,1.6,,1.8
2026-08-10T07:48:45.390Z,51775,3.8,,1.8
2026-08-10T07:48:45.490Z,51875,2.1,,3.2
2026-08-10T07:48:45.590Z,51975,2.0,,1.2
2026-08-10T07:48:45.690Z,52075,3.4,,1.0
2026-08-10T07:48:45.790Z,52176,1.6,,5.6
2026-08-10T07:48:45.890Z,52276,2.1,,1.2
2026-08-10T07:48:45.990Z,52376,2.6,,4.5
2026-08-10T07:48:46.090Z,52476,1.7,,1.6
2026-08-10T07:48:46.191Z,52576,2.1,,1.0
2026-08-10T07:48:46.291Z,52676,2.2,,1.4
2026-08-10T07:48:46.391Z,52776,1.9,,1.3
2026-08-10T07:48:46.492Z,52877,2.4,,0.6
2026-08-10T07:48:46.592Z,52978,1.3,,3.9
2026-08-10T07:48:46.692Z,53078,2.7,,7.5
2026-08-10T07:48:46.792Z,53178,2.3,,2.0
2026-08-10T07:48:46.893Z,53278,5.2,,2.4
2026-08-10T07:48:46.993Z,53378,5.1,,2.7
2026-08-10T07:48:47.094Z,53479,1.9,,0.9
2026-08-10T07:48:47.195Z,53580,1.2,,1.0
2026-08-10T07:48:47.296Z,53682,1.5,,0.9
2026-08-10T07:48:47.397Z,53782,1.8,,0.9
2026-08-10T07:48:47.498Z,53884,1.3,,3.8
2026-08-10T07:48:47.599Z,53984,2.8,,1.1
2026-08-10T07:48:47.701Z,54086,1.0,,5.2
2026-08-10T07:48:47.801Z,54186,2.2,,1.0
2026-08-10T07:48:47.901Z,54286,2.6,,0.8
2026-08-10T07:48:48.001Z,54386,1.5,,0.8
2026-08-10T07:48:48.101Z,54487,1.2,,0.9
2026-08-10T07:48:48.201Z,54587,4.0,,1.0
2026-08-10T07:48:48.301Z,54687,2.3,,0.9
2026-08-10T07:48:48.401Z,54787,1.1,,0.9
2026-08-10T07:48:48.502Z,54887,1.8,,0.6
2026-08-10T07:48:48.602Z,54987,3.0,,1.7
2026-08-10T07:48:48.702Z,55087,1.8,,1.0
2026-08-10T07:48:48.802Z,55187,2.1,,1.2
2026-08-10T07:48:48.902Z,55288,1.9,,1.0
2026-08-10T07:48:49.002Z,55388,2.8,,0.9
2026-08-10T07:48:49.103Z,55488,2.0,,2.2
2026-08-10T07:48:49.203Z,55588,1.6,,1.0
2026-08-10T07:48:49.303Z,55689,2.9,,0.9
2026-08-10T07:48:49.403Z,55789,1.2,,0.8
2026-08-10T07:48:49.503Z,55889,1.6,,1.0
2026-08-10T07:48:49.604Z,55990,2.7,,1.0
2026-08-10T07:48:49.705Z,56091,1.5,,0.8
2026-08-10T07:48:49.805Z,56191,1.2,,0.8
2026-08-10T07:48:49.906Z,56291,1.2,,0.7
2026-08-10T07:48:50.007Z,56393,3.0,,2.6
2026-08-10T07:48:50.108Z,56494,1.6,,2.0
2026-08-10T07:48:50.209Z,56594,1.6,,0.8
2026-08-10T07:48:50.309Z,56695,1.7,,1.6
2026-08-10T07:48:50.410Z,56796,2.6,,1.1
2026-08-10T07:48:50.513Z,56899,2.7,,2.1
2026-08-10T07:48:50.616Z,57002,1.1,,3.1
2026-08-10T07:48:50.716Z,57102,3.7,,4.2
2026-08-10T07:48:50.816Z,57202,2.5,,18.1
2026-08-10T07:48:50.916Z,57302,1.1,,2.5
2026-08-10T07:48:51.017Z,57403,2.2,,1.3
2026-08-10T07:48:51.119Z,57504,1.4,,1.1
2026-08-10T07:48:51.219Z,57604,3.1,,1.0
2026-08-10T07:48:51.319Z,57704,2.2,,1.1
2026-08-10T07:48:51.420Z,57805,1.6,,1.1
2026-08-10T07:48:51.520Z,57906,1.7,,1.1
2026-08-10T07:48:51.620Z,58006,2.0,,1.4
2026-08-10T07:48:51.721Z,58106,2.7,,1.6
2026-08-10T07:48:51.821Z,58206,1.4,,0.8
2026-08-10T07:48:51.922Z,58308,2.9,,1.5
2026-08-10T07:48:52.045Z,58431,8.6,,44.2
2026-08-10T07:48:52.145Z,58531,18.9,,0.7
2026-08-10T07:48:52.246Z,58631,2.3,,1.1
2026-08-10T07:48:52.346Z,58731,1.7,,4.1
2026-08-10T07:48:52.446Z,58831,15.4,,8.9
2026-08-10T07:48:52.546Z,58931,3.4,,2.0
2026-08-10T07:48:52.647Z,59033,4.1,,1.1
2026-08-10T07:48:52.748Z,59134,2.9,,1.1
2026-08-10T07:48:52.848Z,59234,1.7,,1.1
2026-08-10T07:48:52.948Z,59334,1.6,,1.4
2026-08-10T07:48:53.048Z,59434,1.3,,1.2
2026-08-10T07:48:53.149Z,59534,1.8,,1.2
2026-08-10T07:48:53.249Z,59634,2.7,,1.4
2026-08-10T07:48:53.349Z,59734,2.7,,0.7
2026-08-10T07:48:53.449Z,59835,1.6,,0.9
2026-08-10T07:48:53.549Z,59935,1.2,,0.8
2026-08-10T07:48:53.649Z,60035,2.2,,1.8
2026-08-10T07:48:53.749Z,60135,1.3,,5.3
2026-08-10T07:48:53.849Z,60235,3.2,,2.8
2026-08-10T07:48:53.950Z,60336,2.2,,4.5
2026-08-10T07:48:54.050Z,60436,2.4,,1.1
2026-08-10T07:48:54.150Z,60536,1.7,,1.1
2026-08-10T07:48:54.251Z,60636,1.4,,0.8
2026-08-10T07:48:54.351Z,60736,6.2,,1.2
2026-08-10T07:48:54.451Z,60836,2.9,,1.0
2026-08-10T07:48:54.551Z,60936,1.5,,1.3
2026-08-10T07:48:54.651Z,61037,3.1,,3.2
2026-08-10T07:48:54.751Z,61137,1.4,,0.9
2026-08-10T07:48:54.852Z,61237,1.9,,0.8
2026-08-10T07:48:54.952Z,61337,2.4,,1.2
2026-08-10T07:48:55.053Z,61438,3.8,,0.9
2026-08-10T07:48:55.153Z,61538,1.4,,2.5
2026-08-10T07:48:55.253Z,61639,2.0,,1.4
2026-08-10T07:48:55.353Z,61739,2.0,,1.7
2026-08-10T07:48:55.453Z,61839,1.7,,0.9
2026-08-10T07:48:55.553Z,61939,4.8,,0.9
2026-08-10T07:48:55.653Z,62039,3.6,,1.0
2026-08-10T07:48:55.754Z,62139,4.7,,1.1
2026-08-10T07:48:55.857Z,62242,2.7,,1.1
2026-08-10T07:48:55.957Z,62342,3.8,,1.4
2026-08-10T07:48:56.057Z,62443,1.4,,1.4
2026-08-10T07:48:56.157Z,62543,1.5,,0.7
2026-08-10T07:48:56.257Z,62643,1.9,,2.5
2026-08-10T07:48:56.357Z,62743,3.0,,0.9
2026-08-10T07:48:56.457Z,62843,1.6,,1.2
2026-08-10T07:48:56.557Z,62943,1.3,,0.9
2026-08-10T07:48:56.658Z,63043,2.8,,1.0
2026-08-10T07:48:56.758Z,63143,1.6,,1.7
2026-08-10T07:48:56.858Z,63243,1.5,,1.4
2026-08-10T07:48:56.958Z,63343,1.8,,1.3
2026-08-10T07:48:57.058Z,63443,2.1,,1.2
2026-08-10T07:48:57.158Z,63543,11.9,,1.2
2026-08-10T07:48:57.258Z,63644,4.9,,1.6
2026-08-10T07:48:57.359Z,63744,6.2,,1.6
2026-08-10T07:48:57.460Z,63845,1.9,,2.4
2026-08-10T07:48:57.560Z,63945,5.2,,1.1
2026-08-10T07:48:57.660Z,64046,9.8,,1.1
2026-08-10T07:48:57.761Z,64147,30.8,,2.1
2026-08-10T07:48:57.863Z,64249,6.9,,1.7
2026-08-10T07:48:57.964Z,64349,3.0,,3.1
2026-08-10T07:48:58.064Z,64449,2.0,,1.1
2026-08-10T07:48:58.164Z,64549,1.5,,2.3
2026-08-10T07:48:58.264Z,64650,1.6,,2.5
2026-08-10T07:48:58.364Z,64750,1.8,,1.1
2026-08-10T07:48:58.464Z,64850,3.2,,1.3
2026-08-10T07:48:58.565Z,64950,9.6,,8.5
2026-08-10T07:48:58.665Z,65051,1.3,,1.1
2026-08-10T07:48:58.766Z,65151,1.7,,1.3
2026-08-10T07:48:58.866Z,65251,4.5,,0.9
2026-08-10T07:48:58.966Z,65351,1.4,,1.1
2026-08-10T07:48:59.066Z,65452,1.5,,0.9
2026-08-10T07:48:59.166Z,65552,1.5,,2.1
2026-08-10T07:48:59.266Z,65652,2.4,,1.1
2026-08-10T07:48:59.367Z,65752,2.7,,1.0
2026-08-10T07:48:59.467Z,65852,3.7,,1.1
2026-08-10T07:48:59.568Z,65953,1.6,,1.3
2026-08-10T07:48:59.669Z,66054,10.4,,3.4
2026-08-10T07:48:59.770Z,66155,2.8,,0.9
2026-08-10T07:48:59.870Z,66255,1.6,,2.1
2026-08-10T07:48:59.971Z,66356,1.7,,0.8
2026-08-10T07:49:00.071Z,66457,2.6,,1.7
2026-08-10T07:49:00.172Z,66558,7.9,,6.7
2026-08-10T07:49:00.275Z,66660,10.8,,4.1
2026-08-10T07:49:00.375Z,66761,5.0,,1.0
2026-08-10T07:49:00.475Z,66861,3.4,,1.0
2026-08-10T07:49:00.579Z,66965,2.5,,1.0
2026-08-10T07:49:00.680Z,67066,4.1,,8.9
2026-08-10T07:49:00.781Z,67166,2.7,,1.6
2026-08-10T07:49:00.882Z,67267,1.2,,0.8
2026-08-10T07:49:00.982Z,67368,1.6,,1.7
2026-08-10T07:49:01.082Z,67468,4.0,,2.3
2026-08-10T07:49:01.184Z,67569,2.0,,1.8
2026-08-10T07:49:01.284Z,67669,2.2,,5.7
2026-08-10T07:49:01.389Z,67775,10.3,,11.6
2026-08-10T07:49:01.493Z,67879,43.4,,5.1
2026-08-10T07:49:01.594Z,67980,6.6,,5.2
2026-08-10T07:49:01.702Z,68088,11.3,,2.3
2026-08-10T07:49:01.802Z,68188,3.5,,6.5
2026-08-10T07:49:01.904Z,68290,9.6,,9.9
2026-08-10T07:49:02.005Z,68390,6.5,,27.7
2026-08-10T07:49:02.111Z,68496,43.7,,2.0
2026-08-10T07:49:02.216Z,68602,10.5,,1.8
2026-08-10T07:49:02.316Z,68702,6.1,,25.5
2026-08-10T07:49:02.419Z,68805,5.3,,2.6
2026-08-10T07:49:02.522Z,68908,10.7,,2.3
2026-08-10T07:49:02.628Z,69014,4.5,,6.1
2026-08-10T07:49:02.729Z,69114,5.5,,1.8
2026-08-10T07:49:02.831Z,69217,0.7,,2.4
2026-08-10T07:49:02.934Z,69320,4.5,,1.1
2026-08-10T07:49:03.038Z,69429,11.1,,2.8
2026-08-10T07:49:03.138Z,69524,14.5,,7.5
2026-08-10T07:49:03.240Z,69626,6.5,,1.9
2026-08-10T07:49:03.341Z,69726,2.2,,1.1
2026-08-10T07:49:03.441Z,69827,1.7,,2.8
2026-08-10T07:49:03.544Z,69929,3.6,,0.9
2026-08-10T07:49:03.644Z,70029,2.8,,1.2
2026-08-10T07:49:03.744Z,70129,4.8,,2.9
2026-08-10T07:49:03.844Z,70229,2.0,,3.8
2026-08-10T07:49:03.944Z,70330,2.5,,1.1
2026-08-10T07:49:04.045Z,70431,2.2,,1.8
2026-08-10T07:49:04.146Z,70532,2.4,,1.5
2026-08-10T07:49:04.246Z,70632,7.2,,2.8
2026-08-10T07:49:04.348Z,70734,5.0,,1.4
2026-08-10T07:49:04.449Z,70834,4.6,,2.9
2026-08-10T07:49:04.549Z,70934,4.4,,1.2
2026-08-10T07:49:04.649Z,71034,1.2,,0.9
2026-08-10T07:49:04.750Z,71136,4.8,,4.1
2026-08-10T07:49:04.851Z,71236,4.2,,1.4
2026-08-10T07:49:04.951Z,71336,3.0,,1.3
2026-08-10T07:49:05.051Z,71436,3.2,,5.4
2026-08-10T07:49:05.151Z,71536,4.9,,0.9
2026-08-10T07:49:05.251Z,71637,3.9,,2.4
2026-08-10T07:49:05.352Z,71737,4.5,,2.0
2026-08-10T07:49:05.452Z,71837,2.9,,1.6
2026-08-10T07:49:05.552Z,71937,2.7,,1.1
2026-08-10T07:49:05.652Z,72037,1.3,,1.0
2026-08-10T07:49:05.752Z,72138,1.3,,2.2
2026-08-10T07:49:05.852Z,72238,2.9,,1.2
2026-08-10T07:49:05.952Z,72338,1.3,,1.7
2026-08-10T07:49:06.052Z,72438,4.3,,1.1
2026-08-10T07:49:06.153Z,72538,1.6,,2.3
2026-08-10T07:49:06.253Z,72639,2.2,,1.0
2026-08-10T07:49:06.353Z,72739,2.2,,2.2
2026-08-10T07:49:06.453Z,72839,2.0,,1.3
2026-08-10T07:49:06.554Z,72939,11.7,,2.1
2026-08-10T07:49:06.654Z,73040,1.9,,4.1
2026-08-10T07:49:06.754Z,73140,3.1,,2.0
2026-08-10T07:49:06.879Z,73265,79.9,,1.4
2026-08-10T07:49:06.980Z,73365,3.8,,2.2
2026-08-10T07:49:07.080Z,73465,2.2,,2.0
2026-08-10T07:49:07.181Z,73566,8.2,,10.4
2026-08-10T07:49:07.281Z,73666,6.3,,1.8
2026-08-10T07:49:07.381Z,73767,2.4,,1.7
2026-08-10T07:49:07.481Z,73867,1.8,,1.6
2026-08-10T07:49:07.581Z,73967,3.7,,0.8
2026-08-10T07:49:07.681Z,74067,3.5,,0.8
2026-08-10T07:49:07.781Z,74167,3.7,,1.1
2026-08-10T07:49:07.881Z,74267,6.1,,1.2
2026-08-10T07:49:07.982Z,74367,6.5,,1.2
2026-08-10T07:49:08.084Z,74470,10.3,,4.2
2026-08-10T07:49:08.188Z,74574,9.6,,2.1
2026-08-10T07:49:08.289Z,74674,14.4,,5.3
2026-08-10T07:49:08.389Z,74775,14.9,,1.4
2026-08-10T07:49:08.490Z,74875,11.1,,10.3
2026-08-10T07:49:08.592Z,74978,2.4,,0.9
2026-08-10T07:49:08.693Z,75078,1.8,,2.6
2026-08-10T07:49:08.793Z,75178,1.4,,0.9
2026-08-10T07:49:08.893Z,75278,14.7,,0.9
2026-08-10T07:49:08.993Z,75379,4.3,,1.0
2026-08-10T07:49:09.093Z,75479,10.3,,1.2
2026-08-10T07:49:09.193Z,75579,1.6,,1.8
2026-08-10T07:49:09.293Z,75679,2.5,,1.2
2026-08-10T07:49:09.394Z,75779,2.6,,2.2
2026-08-10T07:49:09.495Z,75881,1.3,,2.2
2026-08-10T07:49:09.595Z,75981,9.0,,5.0
2026-08-10T07:49:09.695Z,76081,1.5,,1.0
2026-08-10T07:49:09.796Z,76181,5.5,,2.4
2026-08-10T07:49:09.896Z,76281,4.6,,1.8
2026-08-10T07:49:09.996Z,76381,2.1,,1.0
2026-08-10T07:49:10.096Z,76481,3.1,,1.3
2026-08-10T07:49:10.196Z,76581,2.0,,0.9
2026-08-10T07:49:10.296Z,76682,1.0,,2.9
2026-08-10T07:49:10.397Z,76782,1.4,,2.0
2026-08-10T07:49:10.497Z,76883,10.2,,1.2
2026-08-10T07:49:10.597Z,76983,2.2,,0.8
2026-08-10T07:49:10.697Z,77083,1.9,,1.6
2026-08-10T07:49:10.798Z,77183,11.9,,0.9
2026-08-10T07:49:10.898Z,77283,1.4,,1.3
2026-08-10T07:49:10.998Z,77384,1.3,,4.5
2026-08-10T07:49:11.098Z,77484,1.1,,0.9
2026-08-10T07:49:11.198Z,77584,1.7,,1.0
2026-08-10T07:49:11.298Z,77684,1.3,,2.7
2026-08-10T07:49:11.398Z,77784,1.3,,4.2
2026-08-10T07:49:11.498Z,77884,1.3,,0.8
2026-08-10T07:49:11.599Z,77984,1.1,,2.1
2026-08-10T07:49:11.699Z,78084,1.9,,2.2
2026-08-10T07:49:11.799Z,78184,2.3,,1.6
2026-08-10T07:49:11.899Z,78284,3.0,,1.3
2026-08-10T07:49:11.999Z,78384,1.6,,1.7
2026-08-10T07:49:12.099Z,78485,1.3,,1.8
2026-08-10T07:49:12.200Z,78586,1.6,,1.4
2026-08-10T07:49:12.305Z,78691,10.8,,1.4
2026-08-10T07:49:12.406Z,78791,2.3,,3.7
2026-08-10T07:49:12.506Z,78891,2.2,,1.0
2026-08-10T07:49:12.606Z,78991,1.0,,1.0
2026-08-10T07:49:12.706Z,79091,1.3,,1.4
2026-08-10T07:49:12.806Z,79192,2.0,,1.0
2026-08-10T07:49:12.906Z,79292,1.4,,2.1
2026-08-10T07:49:13.006Z,79392,1.3,,1.0
2026-08-10T07:49:13.107Z,79492,1.8,,1.7
2026-08-10T07:49:13.207Z,79592,1.0,,1.0
2026-08-10T07:49:13.307Z,79692,2.1,,0.8
2026-08-10T07:49:13.407Z,79793,2.3,,0.9
2026-08-10T07:49:13.507Z,79893,2.0,,1.7
2026-08-10T07:49:13.607Z,79993,1.3,,0.9
2026-08-10T07:49:13.708Z,80093,1.9,,1.9
2026-08-10T07:49:13.810Z,80195,3.5,,1.4
2026-08-10T07:49:13.910Z,80296,8.5,,1.0
2026-08-10T07:49:14.010Z,80396,1.0,,1.5
2026-08-10T07:49:14.110Z,80496,2.5,,2.5
2026-08-10T07:49:14.210Z,80596,1.4,,1.7
2026-08-10T07:49:14.311Z,80696,3.4,,1.6
2026-08-10T07:49:14.411Z,80796,3.0,,0.9
2026-08-10T07:49:14.511Z,80897,2.8,,1.4
2026-08-10T07:49:14.611Z,80997,2.4,,1.6
2026-08-10T07:49:14.711Z,81097,2.2,,1.8
2026-08-10T07:49:14.811Z,81197,2.7,,1.1
2026-08-10T07:49:14.912Z,81297,3.7,,1.2
2026-08-10T07:49:15.012Z,81397,3.2,,1.1
2026-08-10T07:49:15.112Z,81497,2.3,,1.3
2026-08-10T07:49:15.214Z,81599,3.1,,8.0
2026-08-10T07:49:15.315Z,81700,5.4,,1.1
2026-08-10T07:49:15.415Z,81800,1.0,,8.3
2026-08-10T07:49:15.515Z,81900,2.2,,1.1
2026-08-10T07:49:15.618Z,82004,1.4,,3.7
2026-08-10T07:49:15.720Z,82105,1.3,,1.8
2026-08-10T07:49:15.821Z,82206,3.7,,1.4
2026-08-10T07:49:15.921Z,82307,3.2,,0.9
2026-08-10T07:49:16.022Z,82408,2.0,,1.3
2026-08-10T07:49:16.122Z,82508,2.3,,2.8
2026-08-10T07:49:16.224Z,82610,2.2,,1.8
2026-08-10T07:49:16.324Z,82710,1.3,,1.0
2026-08-10T07:49:16.424Z,82810,1.7,,1.5
2026-08-10T07:49:16.526Z,82912,3.9,,1.0
2026-08-10T07:49:16.626Z,83012,3.3,,1.5
2026-08-10T07:49:16.729Z,83114,6.1,,1.3
2026-08-10T07:49:16.829Z,83214,3.4,,1.8
2026-08-10T07:49:16.929Z,83314,1.2,,0.9
2026-08-10T07:49:17.029Z,83414,3.2,,1.3
2026-08-10T07:49:17.129Z,83515,1.3,,1.1
2026-08-10T07:49:17.229Z,83615,2.4,,0.7
2026-08-10T07:49:17.330Z,83716,2.7,,11.0
2026-08-10T07:49:17.432Z,83817,10.0,,6.8
2026-08-10T07:49:17.537Z,83922,2.3,,2.0
2026-08-10T07:49:17.637Z,84022,3.1,,1.4
2026-08-10T07:49:17.737Z,84123,1.7,,1.2
2026-08-10T07:49:17.837Z,84223,1.9,,2.6
2026-08-10T07:49:17.937Z,84323,2.8,,0.9
2026-08-10T07:49:18.037Z,84423,2.3,,2.2
2026-08-10T07:49:18.138Z,84523,2.0,,1.0
2026-08-10T07:49:18.238Z,84623,1.1,,1.7
2026-08-10T07:49:18.340Z,84726,1.7,,1.1
2026-08-10T07:49:18.441Z,84827,1.9,,2.0
2026-08-10T07:49:18.543Z,84928,2.2,,1.4
2026-08-10T07:49:18.644Z,85030,4.3,,3.4
2026-08-10T07:49:18.745Z,85130,3.4,,1.2
2026-08-10T07:49:18.845Z,85231,2.1,,1.3
2026-08-10T07:49:18.946Z,85331,2.5,,1.2
2026-08-10T07:49:19.046Z,85431,2.1,,0.9
2026-08-10T07:49:19.146Z,85531,6.2,,1.0
2026-08-10T07:49:19.247Z,85632,1.6,,2.1
2026-08-10T07:49:19.347Z,85732,1.9,,1.0
2026-08-10T07:49:19.447Z,85832,2.8,,1.9
2026-08-10T07:49:19.548Z,85934,3.2,,1.3
2026-08-10T07:49:19.649Z,86034,2.3,,0.9
2026-08-10T07:49:19.750Z,86135,1.7,,5.3
2026-08-10T07:49:19.850Z,86235,1.8,,1.8
2026-08-10T07:49:19.950Z,86335,3.6,,1.0
2026-08-10T07:49:20.051Z,86436,1.3,,0.8
2026-08-10T07:49:20.151Z,86537,2.5,,1.4
2026-08-10T07:49:20.251Z,86637,1.6,,0.8
2026-08-10T07:49:20.351Z,86737,1.2,,1.1
2026-08-10T07:49:20.451Z,86837,2.6,,1.0
2026-08-10T07:49:20.551Z,86937,3.1,,1.1
2026-08-10T07:49:20.652Z,87037,2.8,,2.1
2026-08-10T07:49:20.753Z,87138,1.7,,1.0
2026-08-10T07:49:20.854Z,87239,0.9,,0.9
2026-08-10T07:49:20.955Z,87341,1.6,,0.9
2026-08-10T07:49:21.055Z,87441,2.2,,1.9
2026-08-10T07:49:21.156Z,87542,1.4,,0.8
2026-08-10T07:49:21.258Z,87643,2.9,,0.8
2026-08-10T07:49:21.358Z,87744,3.7,,1.4
2026-08-10T07:49:21.458Z,87844,1.3,,0.8
2026-08-10T07:49:21.559Z,87945,1.6,,5.9
2026-08-10T07:49:21.660Z,88045,1.9,,0.9
2026-08-10T07:49:21.762Z,88148,2.0,,0.8
2026-08-10T07:49:21.863Z,88248,1.3,,0.9
2026-08-10T07:49:21.963Z,88349,2.7,,0.9
2026-08-10T07:49:22.067Z,88453,3.6,,5.3
2026-08-10T07:49:22.167Z,88553,3.3,,1.1
2026-08-10T07:49:22.267Z,88653,1.7,,0.7
2026-08-10T07:49:22.369Z,88754,1.8,,0.9
2026-08-10T07:49:22.469Z,88854,3.8,,1.0
2026-08-10T07:49:22.569Z,88954,1.6,,0.9
2026-08-10T07:49:22.670Z,89055,1.7,,0.9
2026-08-10T07:49:22.770Z,89155,1.3,,0.9
2026-08-10T07:49:22.871Z,89257,3.0,,1.1
2026-08-10T07:49:22.971Z,89357,2.6,,3.0
2026-08-10T07:49:23.071Z,89457,1.5,,1.9
2026-08-10T07:49:23.171Z,89557,1.6,,0.9
2026-08-10T07:49:23.273Z,89659,3.0,,0.9
2026-08-10T07:49:23.374Z,89760,2.4,,0.8
2026-08-10T07:49:23.474Z,89860,1.6,,2.5
2026-08-10T07:49:23.574Z,89960,2.7,,1.5
